client_id,last_name,first_name,patronymic,birth_date,passport_series,passport_number,passport_issued_by,address,phone,email
506,Волкова,Амвросий,Эдуардовна,1990-05-26,8236,171942,ГУ МВД России по респ. Тыва,"к. Тырныауз, алл. Киевская, д. 6/9, 978570",8 (200) 480-6757,nikonovdmitri@example.org
507,Алексеева,Борислав,Ефимович,1971-04-06,8036,714867,ГУ МВД России по Еврейская АО,"д. Тамбов, ш. Просторное, д. 79 стр. 77, 040953",+7 419 615 60 78,demjanmartinov@example.com
508,Корнилова,Зоя,Афанасьевна,1991-04-07,3739,444519,ГУ МВД России по Московская обл.,"г. Сковородино, ш. Розы Люксембург, д. 14 стр. 5/7, 834960",+77842170285,blinovvjacheslav@example.org
509,Королева,Синклитикия,Демьянович,1969-07-31,2886,102973,ГУ МВД России по Чукотский АО,"д. Хужир, наб. Ушакова, д. 19, 246728",8 (991) 609-11-41,veniaminsafonov@example.net
510,Терентьев,Вера,Руслановна,1962-04-13,4528,236306,ГУ МВД России по Кемеровская обл.,"п. Катайск, бул. Макаренко, д. 452 к. 945, 650254",+77241916503,kir09@example.com
511,Кулакова,Арсений,Харитонович,1972-09-29,7942,937302,ГУ МВД России по Еврейская АО,"д. Углич, ш. Дачное, д. 967 стр. 51, 746813",8 926 648 6989,fomaafanasev@example.net
512,Ильина,Потап,Ефстафьевич,1987-06-24,3224,793169,ГУ МВД России по Ненецкий АО,"к. Невинномысск, наб. Матросова, д. 311 стр. 80, 360511",8 (160) 398-86-36,ipat_62@example.org
513,Королева,Казимир,Зиновьевич,1980-05-29,1326,115582,ГУ МВД России по Алтайский край,"г. Белгород, пер. Мичурина, д. 94, 204664",8 (966) 760-5642,zikovaksenija@example.com
514,Ситникова,Михаил,Эдгардович,1974-03-18,5540,717457,ГУ МВД России по Чукотский АО,"ст. Миасс, алл. Хуторская, д. 462 к. 5, 622654",+7 165 995 3006,evgenijakovaleva@example.org
515,Сафонов,Дмитрий,Рудольфовна,1955-09-27,5112,282710,ГУ МВД России по Ямало-Ненецкий АО,"к. Петухово, ш. Куйбышева, д. 260, 241158",+78860080179,nikola_2002@example.net
516,Баранова,Владимир,Герасимович,1979-01-14,4316,232915,ГУ МВД России по респ. Ингушетия,"ст. Александровск-Сахалинский, пр. Театральный, д. 5/3 к. 2/3, 203843",8 (536) 596-80-78,aleksandra_25@example.com
517,Шестаков,Леонид,Валерьянович,1980-05-13,6377,219169,ГУ МВД России по респ. Чувашия,"к. Новый Оскол, ул. Речная, д. 5/5 к. 5, 523112",+7 (274) 897-9177,nzhdanova@example.org
518,Сафонов,Анжела,Ефимовна,1990-08-09,1870,570050,ГУ МВД России по Ростовская обл.,"п. Усть-Катав, пр. Краснодарский, д. 175 стр. 719, 045306",83588249353,agap01@example.net
519,Панова,Николай,Феоктистович,1950-02-02,5675,722503,ГУ МВД России по Ненецкий АО,"ст. Рославль, алл. Медицинская, д. 5 к. 5, 608385",+7 799 378 10 53,kulikovterenti@example.com
520,Васильева,Вера,Дмитриевич,1979-07-27,2367,628313,ГУ МВД России по Ненецкий АО,"ст. Шатой, наб. Островского, д. 3/8, 472463",+7 198 642 4238,hristoforsavelev@example.org
521,Воронов,Изот,Болеславовна,1980-11-14,3888,145471,ГУ МВД России по респ. Дагестан,"г. Павловский Посад, пер. Союзный, д. 98, 983221",+7 102 320 0186,platon1995@example.org
522,Одинцова,Амвросий,Яковлевич,1948-06-20,9476,416282,ГУ МВД России по Ямало-Ненецкий АО,"д. Великий Устюг, алл. Жуковского, д. 2/5 к. 538, 319807",+76823546951,smirnovaevpraksija@example.net
523,Морозов,Ратмир,Рубеновна,1997-12-29,6892,132663,ГУ МВД России по Ханты-Мансийский АО,"ст. Лабытнанги, бул. Воровского, д. 2/6 к. 706, 641106",8 411 340 7851,lmaksimova@example.com
524,Осипова,Рюрик,Анатольевич,1997-12-12,1771,988456,ГУ МВД России по респ. Крым,"с. Уссурийск, наб. Малая, д. 9/7, 697083",8 (688) 891-7879,gromovamvrosi@example.com
525,Ершова,Пахом,Гавриилович,2000-01-07,6164,819425,ГУ МВД России по Ставропольский край,"с. Апрелевка, пер. Азовский, д. 20 стр. 66, 898260",+71809521755,longin_1978@example.com
526,Сысоев,Корнил,Максимовна,1978-07-02,2372,847006,ГУ МВД России по респ. Чувашия,"к. Орехово-Зуево, алл. Линейная, д. 388 стр. 2, 264222",87589170454,valentinabirjukova@example.net
527,Блинова,Куприян,Марсович,1968-12-21,6619,184714,ГУ МВД России по Еврейская АО,"ст. Териберка, ул. Малая, д. 85, 900163",8 640 723 2472,gremislav_2008@example.net
528,Лаврентьева,Марина,Тарасовна,1967-09-17,5187,255539,ГУ МВД России по Алтайский край,"с. Тосно, ш. Казанское, д. 84 стр. 31, 168507",+7 058 011 95 09,oktjabrinadoronina@example.org
529,Ширяева,Боян,Жанович,2000-12-06,1826,388375,ГУ МВД России по Оренбургская обл.,"клх Новый Уренгой, ш. Гончарова, д. 492, 071695",+7 074 189 4854,vjacheslavlavrentev@example.net
530,Колобов,Остромир,Вениаминовна,1980-11-24,8991,713799,ГУ МВД России по Омская обл.,"д. Красноуфимск, пр. Пограничный, д. 2/9 к. 47, 813104",8 025 896 3217,ermil57@example.com
531,Жданова,Иларион,Игоревич,1981-01-16,8051,499407,ГУ МВД России по Омская обл.,"ст. Кущевская, пр. Партизанский, д. 8/4 стр. 54, 842536",+76280550774,karpovamaja@example.com
532,Агафонов,Милован,Артурович,1987-07-27,8677,409222,ГУ МВД России по Приморский край,"д. Ишим, ш. Зеленое, д. 685 стр. 507, 913111",8 (861) 902-54-76,ziminadarja@example.org
533,Васильев,Онуфрий,Никифоровна,1988-07-08,6874,734836,ГУ МВД России по Краснодарский край,"клх Великий Устюг, алл. Советская, д. 822 стр. 6, 026015",+7 532 594 79 50,kondrat1972@example.com
534,Жданова,Пров,Максимовна,1952-03-07,6522,931621,ГУ МВД России по Воронежская обл.,"к. Чита, наб. Береговая, д. 11 стр. 464, 039104",8 203 608 9411,ladimir_2012@example.net
535,Пономарев,Ефрем,Ивановна,2007-04-20,9924,994217,ГУ МВД России по Камчатский край,"ст. Корсаков, бул. 50 лет Октября, д. 60 к. 2/1, 679900",8 968 018 67 74,guljaevazhanna@example.com
536,Лукин,Ираида,Леонидовна,1979-06-23,9393,906315,ГУ МВД России по Ярославская обл.,"д. Лысьва, пер. Грибоедова, д. 10 к. 8/8, 255032",8 017 365 4262,vatslav78@example.com
537,Пономарева,Аркадий,Даниловна,1957-11-21,8037,550961,ГУ МВД России по Тюменская обл.,"ст. Кижи, наб. Кубанская, д. 100 к. 1/6, 088684",+7 (021) 166-7329,bobrovalora@example.com
538,Лукина,Феоктист,Анатольевна,1968-02-13,6739,533914,ГУ МВД России по Чукотский АО,"п. Чусовой, пер. Олега Кошевого, д. 3 стр. 1/4, 620275",8 821 477 0920,vikenti1976@example.com
539,Марков,Зиновий,Натановна,2002-09-03,5368,518098,ГУ МВД России по респ. Ингушетия,"клх Звенигород, бул. Ярославский, д. 258, 059161",+7 863 855 88 19,filaret_77@example.org
540,Маслова,Валентин,Тарасович,1993-04-16,6322,427730,ГУ МВД России по респ. Алтай,"с. Тырныауз, пер. Полтавский, д. 386 стр. 3/9, 540182",+7 (720) 028-39-48,elizavetakuzmina@example.net
541,Ковалев,Ипполит,Афанасьевич,1955-12-19,6450,797416,ГУ МВД России по Красноярский край,"клх Каспийск, алл. Рябиновая, д. 465 стр. 320, 304232",+7 (775) 213-53-02,vadim_1998@example.com
542,Белов,Орест,Димитриевич,2005-09-12,4257,260053,ГУ МВД России по Ханты-Мансийский АО,"к. Шали, ш. Щетинкина, д. 8/6, 919832",+7 029 161 74 69,samolovagalina@example.net
543,Колобова,Тарас,Григорьевич,1996-05-11,9770,170394,ГУ МВД России по респ. Адыгея,"ст. Урай, ул. Красина, д. 3/3 к. 731, 080568",8 667 063 6219,nikodim_1994@example.com
544,Кошелев,Фома,Ермилович,1949-07-01,2120,197758,ГУ МВД России по Красноярский край,"с. Павловская, бул. Фрунзе, д. 73, 049627",+7 (226) 261-1424,ostapharitonov@example.org
545,Федосеева,Нонна,Измаилович,2007-12-19,6522,880758,ГУ МВД России по Красноярский край,"клх Тольятти, бул. Вокзальный, д. 2/7 стр. 53, 996433",8 (532) 472-5058,zinovinikolaev@example.com
546,Стрелкова,Ананий,Харитоновна,1959-02-25,5726,683397,ГУ МВД России по Брянская обл.,"ст. Тура, пр. Береговой, д. 5 к. 8, 947576",84535365974,umamontov@example.net
547,Новикова,Наум,Филипповна,1998-04-03,1785,688866,ГУ МВД России по респ. Мордовия,"п. Быково (метеост.), наб. Февральская, д. 1, 959481",8 269 255 9664,dobromisl1977@example.org
548,Буров,Кирилл,Венедиктович,1946-04-22,8152,802559,ГУ МВД России по Нижегородская обл.,"п. Орехово-Зуево, ш. Февральское, д. 448, 261454",+7 (079) 637-3100,anzhela_2016@example.net
549,Попова,Тарас,Юльевна,1953-09-07,2562,470774,ГУ МВД России по Камчатский край,"г. Нягань, пер. Волкова, д. 684 стр. 63, 268744",8 (017) 320-86-52,proklsuvorov@example.com
550,Борисова,Петр,Трифонович,1954-05-16,9564,856086,ГУ МВД России по Приморский край,"с. Агинское (Забайк.), наб. Овражная, д. 852, 055800",+7 272 214 2573,rodionovaleksandr@example.net
551,Панов,Филипп,Макаровна,1965-11-16,1646,729575,ГУ МВД России по респ. Кабардино-Балкария,"с. Забайкальск, алл. Индустриальная, д. 66, 286209",+7 (973) 525-95-33,glafiraalekseeva@example.net
552,Воронцова,Пров,Давыдович,1992-07-23,4955,208633,ГУ МВД России по Самарская обл.,"к. Ногинск (Моск.), бул. Минский, д. 4 к. 73, 185076",+7 087 082 69 71,gorde_1983@example.com
553,Лазарев,Агафон,Эдгардович,1948-01-04,8374,323072,ГУ МВД России по респ. Дагестан,"к. Усть-Калманка, пер. Казанский, д. 576, 673574",+7 (233) 222-80-19,ippolit25@example.net
554,Гришина,Оксана,Богдановна,1991-01-01,2994,605612,ГУ МВД России по Ярославская обл.,"клх Новгород Великий, ул. Репина, д. 69 к. 15, 373118",+7 467 413 0753,lev_2022@example.org
555,Куликова,Любомир,Вилорович,1989-11-01,3823,467121,ГУ МВД России по респ. Чувашия,"ст. Орехово-Зуево, пр. Коммунальный, д. 7, 975615",+77055491215,kotovkarp@example.org
556,Степанова,Тамара,Константиновна,1950-08-29,8157,220465,ГУ МВД России по Пермский край,"г. Химки, ул. Менделеева, д. 69 стр. 9/8, 207020",+72620197121,ksenijabogdanova@example.org
557,Мартынов,Полина,Никифоровна,1984-04-12,4583,337144,ГУ МВД России по Ненецкий АО,"д. Хасавюрт, пр. Кольцова, д. 898 стр. 31, 773192",+7 (760) 759-88-97,pantelemon_1993@example.org
558,Петухова,Емельян,Дмитриевна,2002-08-04,6481,904711,ГУ МВД России по Краснодарский край,"клх Онега, наб. Енисейская, д. 689 к. 23, 021915",+7 576 449 7470,smirnovavera@example.com
559,Гущин,Николай,Ефремович,1983-07-31,8988,807764,ГУ МВД России по Хабаровский край,"с. Макаров, пр. Химиков, д. 2 стр. 4/7, 604500",8 355 373 09 64,lsidorova@example.com
560,Яковлев,Венедикт,Евгеньевна,1975-06-03,9281,127529,ГУ МВД России по Камчатский край,"к. Карачаевск, бул. Степана Разина, д. 1/3, 512827",8 364 315 94 89,filaret_2021@example.com
561,Устинов,Милен,Еремеевич,1987-01-05,8794,969752,ГУ МВД России по Ямало-Ненецкий АО,"к. Кузнецк, бул. Черноморский, д. 5 к. 249, 999393",+74974394640,svetlana_2016@example.net
562,Куликова,Данила,Виленович,1992-12-28,9844,130359,ГУ МВД России по Белгородская обл.,"п. Шенкурск, пр. Красноярский, д. 2 стр. 22, 972021",8 (075) 485-34-65,savva_92@example.org
563,Емельянов,Автоном,Анатольевич,1947-12-03,3344,836833,ГУ МВД России по Красноярский край,"с. Богучар, бул. Главный, д. 602, 213756",8 896 359 5708,zmerkusheva@example.org
564,Романова,Юлиан,Григорьевич,2008-03-04,4953,468074,ГУ МВД России по респ. Карачаево-Черкесия,"п. Кропоткин (Краснод.), наб. М.Горького, д. 4/2 стр. 938, 034236",+7 (203) 347-42-46,velimirsokolov@example.com
565,Шестакова,Радим,Натановна,1961-03-04,1033,250210,ГУ МВД России по Ненецкий АО,"г. Усть-Ишим, наб. Малая, д. 7 стр. 821, 417430",+73502385022,julian_1989@example.com
566,Ларионов,Дмитрий,Филатович,1971-12-25,8294,520252,ГУ МВД России по Камчатский край,"п. Тосно, пер. Астраханский, д. 320, 691330",+7 (033) 467-7116,mihail2025@example.org
567,Зиновьева,Парфен,Викторович,1975-02-28,1828,876962,ГУ МВД России по Ненецкий АО,"п. Березники, наб. Степана Разина, д. 20, 398472",+7 (034) 202-8471,tarasovaoksana@example.net
568,Субботина,Гремислав,Ильинична,1956-06-24,9113,196214,ГУ МВД России по Ленинградская обл.,"г. Санкт-Петербург, пр. Большевистский, д. 2/8 стр. 6/5, 199240",8 583 872 72 58,korolevgerman@example.com
569,Федоров,Фотий,Станиславовна,1986-02-18,7737,494468,ГУ МВД России по Приморский край,"клх Красноселькуп, бул. Братский, д. 47 стр. 27, 121101",8 (780) 358-6901,antip2026@example.com
570,Тихонова,Анатолий,Федоровна,1965-03-18,6368,457455,ГУ МВД России по Тамбовская обл.,"г. Черусти, пер. Ударный, д. 3 стр. 2, 122276",+73387220542,valerijamelnikova@example.org
571,Щербакова,Любим,Леоновна,1971-01-12,3057,426775,ГУ МВД России по Приморский край,"клх Абинск, пер. Привольный, д. 54 стр. 8, 488789",85047020596,elizaveta_1993@example.org
572,Наумова,Лонгин,Геннадиевич,1987-01-14,5182,725185,ГУ МВД России по Ямало-Ненецкий АО,"с. Ростов, бул. Санаторный, д. 69 стр. 4/5, 777522",8 920 616 5812,alevtinalapina@example.com
573,Мухина,Глеб,Вилорович,1984-05-10,2016,263137,ГУ МВД России по Забайкальский край,"ст. Приморско-Ахтарск, ул. Деповская, д. 6, 363726",+7 (942) 066-15-49,aleksandr_2013@example.net
574,Ларионов,Валерий,Георгиевич,1982-11-23,3089,152179,ГУ МВД России по Волгоградская обл.,"г. Кущевская, пер. Вольный, д. 21 стр. 22, 154815",8 (268) 687-6401,lobanovmakar@example.com
575,Комарова,Арефий,Терентьевич,1983-03-29,9620,385320,ГУ МВД России по Красноярский край,"г. Осташков, пер. Р.Люксембург, д. 8/9, 358566",+76419623421,ninakornilova@example.org
576,Алексеев,Евдоким,Гавриилович,1957-07-27,6694,544611,ГУ МВД России по респ. Карелия,"к. Жуковский, наб. Тамбовская, д. 947 стр. 817, 699994",88128318003,asazonov@example.org
577,Власова,Олимпиада,Власович,1995-07-28,7287,563516,ГУ МВД России по респ. Алтай,"п. Жиганск, наб. Каштановая, д. 4/2 стр. 650, 438380",8 826 929 9007,starasova@example.com
578,Агафонова,Ратмир,Руслановна,1956-07-18,6344,326040,ГУ МВД России по Ханты-Мансийский АО,"ст. Усть-Кулом, ш. О.Кошевого, д. 4/4, 618518",8 267 136 84 10,ponomarevgerman@example.net
579,Кошелева,Глеб,Германович,1979-10-22,7524,461939,ГУ МВД России по Ярославская обл.,"клх Ульяновск, бул. Вольный, д. 3 стр. 2/9, 506776",+7 065 920 88 14,afinogenefremov@example.org
580,Фролова,Прокл,Устинович,1977-03-03,6524,397005,ГУ МВД России по респ. Саха (Якутия),"д. Пятигорск, ш. Лазурное, д. 6 стр. 3/1, 665686",+7 (959) 125-73-49,hristofor_2008@example.org
581,Кулагин,Захар,Викторовна,1968-10-02,9696,721946,ГУ МВД России по Приморский край,"клх Макушино, пер. Солнечный, д. 5/8, 966941",8 (996) 708-08-97,zhanna74@example.net
582,Афанасьева,Ян,Борисовна,1969-05-02,7277,799539,ГУ МВД России по Приморский край,"д. Калязин, ш. Дарвина, д. 2 стр. 8/4, 785369",8 (816) 498-0445,vishnjakovaeleonora@example.org
583,Антонова,Софон,Филипповна,1990-06-30,4915,331230,ГУ МВД России по Еврейская АО,"г. Архыз, пр. Кленовый, д. 1/7, 489008",+7 (484) 581-30-88,evgraf_2015@example.org
584,Меркушев,Лев,Кирилловна,1967-11-01,6086,157443,ГУ МВД России по Тверская обл.,"ст. Воскресенск, наб. Карбышева, д. 30 стр. 6/1, 030566",+7 995 305 64 18,tamara93@example.com
585,Казакова,Куприян,Феликсович,1982-03-23,1036,416061,ГУ МВД России по Ненецкий АО,"клх Ангарск, ул. Дорожников, д. 16 стр. 713, 103444",+72990674568,xnesterova@example.org
586,Лихачева,Андрей,Матвеевич,1965-11-10,3727,901280,ГУ МВД России по Воронежская обл.,"к. Щелково, пр. Дружба, д. 75 стр. 32, 905334",8 (047) 476-48-45,eduard_39@example.com
587,Александров,Валерий,Юльевна,1967-08-03,4247,444061,ГУ МВД России по Саратовская обл.,"г. Сунтар, алл. Высотная, д. 6, 129003",8 221 173 27 72,rermakova@example.net
588,Андреева,Наина,Денисович,1989-02-09,2510,621546,ГУ МВД России по Хабаровский край,"д. Мураши, алл. Маяковского, д. 35, 161857",8 917 105 0805,emmanuil14@example.com
589,Горбачев,Карп,Харитонович,1976-04-14,6532,235461,ГУ МВД России по Нижегородская обл.,"ст. Диксон, пр. Калинина, д. 671 к. 8, 449305",+7 (788) 033-1836,uvarovarhip@example.net
590,Архипов,Ангелина,Александровна,1959-01-24,5878,837852,ГУ МВД России по Оренбургская обл.,"д. Тырныауз, ш. Профсоюзное, д. 3, 873048",8 251 521 74 65,makarartemev@example.org
591,Юдина,Соломон,Анисимович,1978-03-24,3974,685864,ГУ МВД России по респ. Татарстан,"с. Сосногорск, наб. Медицинская, д. 8/2, 762969",+7 433 629 99 46,vnazarov@example.org
592,Лазарева,Фирс,Владимировна,1986-11-13,9555,175576,ГУ МВД России по респ. Алтай,"д. Шали, наб. Ильича, д. 19 стр. 35, 189684",+72464884997,porfiri_28@example.com
593,Дроздова,Селиверст,Игнатович,2001-06-13,6015,557409,ГУ МВД России по Хабаровский край,"ст. Чулым, алл. Волгоградская, д. 879, 248839",8 (170) 598-44-51,elise67@example.org
594,Шаров,Станимир,Бориславович,1980-12-24,1268,181644,ГУ МВД России по респ. Ингушетия,"п. Тулун, наб. Блюхера, д. 419 стр. 9/2, 590099",+7 (177) 905-52-86,ngrigoreva@example.org
595,Елисеева,Мстислав,Афанасьевич,2001-05-25,5083,550137,ГУ МВД России по Хабаровский край,"клх Александровск, наб. Омская, д. 16 стр. 419, 038297",+72551360908,tvorimir_18@example.net
596,Михайлов,Кондратий,Зиновьевич,1953-10-03,8361,843963,ГУ МВД России по респ. Дагестан,"клх Славгород, пр. Ленинский, д. 9, 366271",+7 (589) 693-3539,krjukovaagata@example.net
597,Макарова,Любим,Рубеновна,1968-02-08,9163,403578,ГУ МВД России по Еврейская АО,"с. Котельнич, бул. Герцена, д. 7/4, 925511",8 436 902 83 77,oksananovikova@example.org
598,Соболева,Пантелеймон,Святославовна,1982-06-14,2461,121869,ГУ МВД России по Ямало-Ненецкий АО,"п. Магнитогорск, пер. Нижний, д. 5/5, 610197",8 358 464 0510,fedotnekrasov@example.org
599,Иванова,Ермил,Августович,1954-08-06,5131,940247,ГУ МВД России по Камчатский край,"п. Ребриха, ш. Кузнечное, д. 5, 718939",8 309 690 6764,ermakovadarja@example.org
600,Белова,София,Елисеевич,1979-10-18,8968,972442,ГУ МВД России по Чукотский АО,"г. Ковров, пер. Просвещения, д. 27 к. 5/4, 688116",+70343988187,trofimvoronov@example.com
601,Михеева,Мирон,Якубович,1989-09-30,9856,192410,ГУ МВД России по Кировская обл.,"к. Сорочинск, ул. Ударная, д. 130 к. 953, 028262",8 420 412 3190,radim_72@example.org
602,Потапова,Климент,Арсенович,1963-08-29,6523,355135,ГУ МВД России по респ. Алтай,"г. Хабаровск, алл. Поперечная, д. 4, 097941",+7 (248) 709-87-26,firs63@example.org
603,Дементьев,Богдан,Эдгарович,1957-06-17,6585,519902,ГУ МВД России по Камчатский край,"г. Кунгур, бул. Прибрежный, д. 26 стр. 189, 346861",8 307 028 67 20,aleksandramorozova@example.net
604,Логинова,Изот,Тимурович,1968-03-12,7720,514991,ГУ МВД России по Ханты-Мансийский АО,"п. Поярково, пер. Совхозный, д. 857 стр. 1, 173259",+7 073 971 3072,annakiseleva@example.org
605,Кулагина,Натан,Богдановна,1982-03-03,4953,332335,ГУ МВД России по респ. Татарстан,"клх Охотск, алл. Производственная, д. 604 к. 7, 719281",8 (074) 436-02-34,vlas25@example.org
606,Филиппова,Никон,Авдеевич,1951-09-14,5231,180089,ГУ МВД России по Московская обл.,"д. Куртамыш, алл. Северная, д. 5, 726903",+7 (655) 132-76-17,margarita80@example.net
607,Потапов,Мечислав,Юрьевна,1954-07-02,7591,219565,ГУ МВД России по Хабаровский край,"с. Ахтубинск, ул. Веселая, д. 258, 686498",8 478 686 23 76,burovaagafja@example.net
608,Беляков,Леонтий,Филиппович,1981-02-22,7775,303322,ГУ МВД России по Алтайский край,"ст. Усть-Кут, пер. Рябиновый, д. 374, 640069",8 (369) 235-3484,polikarp_1988@example.com
609,Морозова,Глеб,Валерианович,1948-01-17,5454,862712,ГУ МВД России по Свердловская обл.,"к. Рыльск, алл. Зеленая, д. 31, 720550",+7 (300) 008-8634,pburov@example.net
610,Крылова,Аверкий,Ааронович,1952-12-14,9228,347745,ГУ МВД России по респ. Бурятия,"с. Агата, пер. Звездный, д. 3/4, 737989",8 (906) 085-48-18,qkondratev@example.com
611,Федоров,Антип,Адамович,1962-01-20,2328,368402,ГУ МВД России по Краснодарский край,"г. Владимир, ш. Владимирское, д. 2/2 стр. 951, 458294",+7 (034) 015-35-34,bbirjukov@example.com
612,Ситников,Фирс,Вячеславовна,1967-04-10,3532,731661,ГУ МВД России по Красноярский край,"с. Саратов, бул. Цветочный, д. 308, 028182",+7 (387) 940-26-20,milan_2004@example.org
613,Назаров,Зинаида,Зиновьевич,1979-03-14,2993,179013,ГУ МВД России по Пензенская обл.,"клх Калуга, наб. Большая, д. 85 к. 204, 918285",+7 816 125 59 04,cdanilov@example.org
614,Данилова,Дементий,Гурьевич,1977-01-01,3290,618119,ГУ МВД России по респ. Карачаево-Черкесия,"г. Белореченск, алл. Харьковская, д. 27, 123296",+7 512 048 50 76,unazarova@example.org
615,Ермакова,Наина,Руслановна,2000-11-02,6982,896788,ГУ МВД России по Красноярский край,"к. Ижевск, пр. Маркса Карла, д. 74, 191530",8 734 724 3586,emeljanovosip@example.net
616,Большаков,Лукьян,Руслановна,1956-11-21,8467,814220,ГУ МВД России по респ. Чувашия,"клх Ишим, пр. Школьный, д. 7/7 к. 7, 241976",8 (784) 947-7129,kabanovaevfrosinija@example.com
617,Богданов,Остромир,Борисович,1946-05-29,8292,766158,ГУ МВД России по Хабаровский край,"п. Гремячинск (Перм.), наб. Городская, д. 14, 668212",+7 564 952 54 92,litkinamilitsa@example.net
618,Жданов,Кондрат,Ефимовна,1992-05-27,8951,757685,ГУ МВД России по респ. Бурятия,"ст. Каменск-Уральский, пер. Тихий, д. 47 стр. 563, 594882",+7 884 968 06 64,konovalovaantonina@example.org
619,Громов,Будимир,Владиславович,1948-05-12,5029,561124,ГУ МВД России по Красноярский край,"г. Кажим, ш. Красноармейское, д. 560, 037218",8 003 203 19 78,fedorovaanna@example.com
620,Мясникова,Агап,Глебович,1947-08-05,1870,563688,ГУ МВД России по Ставропольский край,"г. Тайшет, ул. Ульянова, д. 1/2 стр. 3/6, 841947",8 (550) 113-7535,grigori_2018@example.org
621,Фокин,Гурий,Анатольевна,1946-12-04,9048,935012,ГУ МВД России по Ненецкий АО,"п. Снежногорск (Мурм.), ш. Весеннее, д. 27 стр. 2/7, 881972",+7 (399) 647-71-83,martjan1985@example.org
622,Гуляева,Панкрат,Артемовна,1975-10-31,4585,158900,ГУ МВД России по респ. Адыгея,"д. Амдерма, бул. Осипенко, д. 8 стр. 502, 323622",+7 690 696 85 74,eefimova@example.org
623,Исаева,Пров,Леонидовна,1971-11-07,5574,177794,ГУ МВД России по Забайкальский край,"п. Чебоксары, бул. Морской, д. 250 к. 5/3, 107033",8 084 243 1983,ijapotapova@example.com
624,Титов,Ефим,Адрианович,1979-08-22,4969,573866,ГУ МВД России по респ. Карелия,"д. Бугуруслан, наб. Курганная, д. 621, 675864",8 339 534 81 10,agge_14@example.com
625,Михеев,Татьяна,Витальевич,1974-01-03,1417,486649,ГУ МВД России по Ненецкий АО,"к. Солнечногорск, пер. Энтузиастов, д. 2, 817751",+7 (395) 978-15-54,marinakrasilnikova@example.net
626,Хохлова,Дарья,Харитоновна,1948-06-27,4619,775981,ГУ МВД России по Ханты-Мансийский АО,"г. Елатьма, ш. Гагарина, д. 6/5 к. 8/8, 051710",8 (308) 715-64-78,svetozarharitonov@example.net
627,Горбунов,Валерьян,Чеславович,1949-07-20,2188,722937,ГУ МВД России по Красноярский край,"ст. Кажим, наб. Станционная, д. 9 к. 8, 602925",+76862728840,pankrati1999@example.com
628,Лебедев,Прокофий,Ивановна,1954-08-24,7459,585188,ГУ МВД России по Ханты-Мансийский АО,"г. Каргасок, алл. Юности, д. 7/3 к. 3, 868790",8 048 869 32 05,eleonora_34@example.org
629,Моисеева,Александр,Леоновна,1968-12-27,8480,930281,ГУ МВД России по Псковская обл.,"клх Великий Устюг, пер. Химиков, д. 5/1 к. 4, 670789",8 (755) 426-19-03,isidor_1980@example.org
630,Гаврилов,Олимпий,Робертовна,1977-11-01,1567,949153,ГУ МВД России по Пензенская обл.,"г. Игнашино, бул. Братский, д. 2/2, 757691",8 (162) 042-98-51,karp86@example.net
631,Абрамов,Амос,Марсович,1983-01-18,8393,297383,ГУ МВД России по Волгоградская обл.,"п. Чермоз, алл. Красноармейская, д. 96, 142647",+7 068 017 70 31,muvarova@example.com
632,Савина,Андрон,Измаилович,2005-10-01,5187,598733,ГУ МВД России по респ. Алтай,"п. Кабанск, ш. Гафури, д. 54 к. 4/2, 294763",8 (083) 906-5402,jakov_98@example.com
633,Гаврилова,Эрнест,Гурьевич,1952-10-13,7429,164879,ГУ МВД России по Воронежская обл.,"ст. Сыктывкар, пер. Базарный, д. 29, 350496",+7 266 765 2728,mir39@example.com
634,Дорофеева,Пелагея,Даниловна,1963-05-28,6723,950360,ГУ МВД России по Алтайский край,"д. Усмань, наб. Центральная, д. 8/6 к. 1/3, 801929",+7 221 543 9044,filipp_1972@example.net
635,Коновалов,Глеб,Иларионович,1960-09-15,5320,629057,ГУ МВД России по Костромская обл.,"г. Зарайск, наб. Ленинградская, д. 625, 019354",8 036 988 8439,innokentigrigorev@example.org
636,Владимирова,Иосиф,Тимурович,1965-06-05,9232,141043,ГУ МВД России по Смоленская обл.,"г. Углегорск, наб. Камская, д. 524, 290759",8 599 920 12 37,eafanasev@example.com
637,Орехов,Харитон,Марсович,1976-09-03,4166,560767,ГУ МВД России по Камчатский край,"с. Истра, ш. Флотское, д. 893 стр. 2, 267131",8 (536) 264-75-28,yovchinnikov@example.org
638,Щукина,Вячеслав,Михайловна,2006-06-12,7776,739427,ГУ МВД России по респ. Хакасия,"с. Киржач, ул. Аэродромная, д. 6, 403211",8 355 051 4321,petuhovizot@example.net
639,Комаров,Софрон,Феофанович,2002-08-21,3056,490963,ГУ МВД России по Ненецкий АО,"к. Смоленск, алл. Грибоедова, д. 3 стр. 91, 458192",+7 487 706 7693,izmailsimonov@example.org
640,Медведева,Федосий,Феликсович,1985-06-17,4659,528625,ГУ МВД России по Забайкальский край,"п. Невинномысск, бул. Малиновый, д. 5/1 к. 9, 883825",8 726 208 46 72,majatimofeeva@example.org
641,Логинова,Алина,Жоресович,2004-01-23,5396,726928,ГУ МВД России по Забайкальский край,"д. Ершов, алл. Котовского, д. 318, 624728",8 394 201 22 34,dmitrievfilaret@example.net
